relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load,cooling_load,mixed_type_col
0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,40.19,37.41,695.0
0.79,637.0,343.0,147.0,7.0,4.0,0.25,2.0,39.97,36.77,109.0
0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,38.98,45.97,495.0
0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,36.28,37.35,478.0
0.76,661.5,416.5,122.5,7.0,5.0,0.25,2.0,36.45,36.81,315.0
0.74,686.0,245.0,220.5,3.5,2.0,0.25,2.0,12.35,14.73,942.0
0.74,686.0,245.0,220.5,3.5,3.0,0.25,2.0,12.45,15.1,478.0
0.74,686.0,245.0,220.5,3.5,5.0,0.25,2.0,12.3,15.44,435.0
0.71,710.5,269.5,220.5,3.5,2.0,0.25,2.0,12.33,14.91,31.0
0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,12.29,15.4,943.0
0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,12.2,14.94,702.0
0.71,710.5,318.5,220.5,3.5,5.0,0.25,2.0,12.49,15.32,478.0
0.69,735.0,294.0,220.5,3.5,2.0,0.25,2.0,12.85,15.52,52.0
0.69,735.0,294.0,220.5,3.5,3.0,0.25,2.0,12.87,15.85,675.0
0.69,735.0,294.0,220.5,3.5,4.0,0.25,2.0,12.73,15.66,478.0
0.69,735.0,294.0,220.5,3.5,5.0,0.25,2.0,12.95,15.99,49.0
0.66,759.5,318.5,220.5,3.5,2.0,0.25,2.0,13.05,15.89,478.0
0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,12.93,15.85,718.0
0.66,759.5,318.5,220.5,3.5,4.0,0.25,2.0,12.77,16.22,462.0
0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,13.0,15.87,238.0
0.64,784.0,343.0,220.5,3.5,2.0,0.25,2.0,17.14,20.47,478.0
0.64,784.0,343.0,220.5,3.5,3.0,0.25,2.0,16.84,20.56,478.0
0.64,784.0,343.0,220.5,3.5,4.0,0.25,2.0,17.02,20.48,478.0
0.64,784.0,343.0,220.5,3.5,5.0,0.25,2.0,17.11,20.43,367.0
0.62,808.5,367.5,220.5,3.5,2.0,0.25,2.0,14.34,15.32,217.0
0.62,808.5,367.5,220.5,3.5,3.0,0.25,2.0,14.66,15.64,478.0
0.62,808.5,367.5,220.5,3.5,4.0,0.25,2.0,14.6,15.14,125.0
0.62,808.5,367.5,220.5,3.5,5.0,0.25,2.0,14.6,15.3,478.0
0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.0,28.67,29.43,382.0
0.9,563.5,318.5,122.5,7.0,2.0,0.25,3.0,31.63,36.35,192.0
0.76,563.5,318.5,122.5,7.0,3.0,0.25,3.0,32.4,35.1,972.0
0.9,563.5,318.5,122.5,7.0,4.0,0.25,3.0,32.68,32.83,478.0
0.9,563.5,318.5,122.5,7.0,5.0,0.25,3.0,32.29,32.46,470.0
0.86,588.0,294.0,147.0,7.0,2.0,0.25,3.0,28.4,33.52,49.0
0.86,588.0,294.0,147.0,7.0,3.0,0.25,3.0,29.4,32.93,478.0
0.86,588.0,294.0,147.0,7.0,4.0,0.25,3.0,29.43,28.38,744.0
0.86,588.0,294.0,147.0,7.0,5.0,0.25,3.0,29.07,29.82,478.0
0.82,612.5,318.5,147.0,7.0,2.0,0.25,3.0,24.7,28.77,478.0
0.82,612.5,318.5,147.0,7.0,3.0,0.25,3.0,25.48,27.76,107.0
0.82,612.5,318.5,147.0,7.0,4.0,0.25,3.0,25.37,26.95,478.0
0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,25.17,26.41,230.0
0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,39.04,45.13,209.0
0.79,637.0,343.0,147.0,7.0,3.0,0.25,3.0,38.35,43.66,407.0
0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,39.81,37.76,46.0
0.79,637.0,343.0,147.0,7.0,5.0,0.25,3.0,39.83,36.87,325.0
0.76,661.5,416.5,122.5,7.0,2.0,0.25,3.0,35.99,36.07,871.0
0.76,661.5,416.5,122.5,7.0,3.0,0.25,3.0,36.59,36.44,865.0
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,35.64,37.28,8.0
0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,36.52,37.29,678.0
0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,11.8,14.49,478.0
0.74,686.0,245.0,220.5,3.5,3.0,0.25,3.0,12.03,13.79,578.0
0.74,686.0,318.5,220.5,3.5,4.0,0.25,3.0,11.98,14.72,390.0
0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,11.69,14.76,491.0
0.71,710.5,269.5,220.5,3.5,2.0,0.25,3.0,12.41,14.92,213.0
0.71,710.5,269.5,220.5,3.5,3.0,0.25,3.0,12.28,14.74,397.0
0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,12.1,15.57,936.0
0.71,710.5,269.5,220.5,3.5,5.0,0.25,3.0,12.19,14.94,612.0
0.69,735.0,294.0,220.5,3.5,2.0,0.25,3.0,12.34,14.92,478.0
0.69,735.0,294.0,220.5,3.5,3.0,0.25,3.0,12.46,14.38,124.0
0.69,735.0,294.0,220.5,3.5,4.0,0.25,3.0,12.31,15.44,906.0
0.69,735.0,294.0,220.5,3.5,5.0,0.25,3.0,12.12,15.17,478.0
0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,12.97,15.53,721.0
0.66,759.5,318.5,220.5,3.5,3.0,0.25,3.0,13.01,15.8,303.0
0.66,759.5,318.5,220.5,3.5,4.0,0.25,3.0,12.74,16.14,278.0
0.66,759.5,318.5,220.5,3.5,5.0,0.25,3.0,12.84,16.26,171.0
0.64,784.0,343.0,220.5,3.5,2.0,0.25,3.0,16.83,19.87,375.0
0.64,784.0,343.0,220.5,3.5,3.0,0.25,3.0,16.93,20.03,677.0
0.64,784.0,343.0,220.5,3.5,4.0,0.25,3.0,16.66,20.46,416.0
0.64,784.0,343.0,220.5,3.5,5.0,0.25,3.0,16.86,20.28,478.0
0.62,808.5,367.5,220.5,3.5,3.0,0.25,3.0,14.34,14.96,160.0
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,13.95,14.89,401.0
0.62,808.5,367.5,220.5,3.5,5.0,0.25,3.0,13.99,14.35,478.0
0.98,514.5,294.0,110.25,7.0,2.0,0.25,4.0,28.7,29.61,962.0
0.98,514.5,294.0,110.25,7.0,3.0,0.25,4.0,28.55,29.59,997.0
0.98,514.5,294.0,110.25,7.0,4.0,0.25,3.0,28.15,30.19,112.0
0.98,514.5,294.0,110.25,7.0,5.0,0.25,4.0,28.62,30.12,478.0
0.9,563.5,318.5,122.5,7.0,2.0,0.25,4.0,32.67,32.12,45.0
0.9,563.5,318.5,122.5,7.0,3.0,0.25,4.0,31.69,37.12,495.0
0.9,563.5,318.5,122.5,7.0,4.0,0.25,4.0,32.07,36.16,576.0
0.9,563.5,318.5,122.5,7.0,5.0,0.25,4.0,33.28,33.16,773.0
0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.0,29.47,29.45,336.0
0.86,588.0,294.0,147.0,7.0,3.0,0.25,4.0,28.42,34.19,36.0
0.86,686.0,294.0,147.0,7.0,4.0,0.25,4.0,29.08,33.93,454.0
0.86,588.0,294.0,147.0,7.0,5.0,0.25,4.0,29.88,28.31,478.0
0.82,612.5,318.5,147.0,7.0,2.0,0.25,4.0,25.66,26.3,478.0
0.82,612.5,318.5,147.0,7.0,3.0,0.25,4.0,24.96,29.43,99.0
0.82,612.5,318.5,147.0,7.0,4.0,0.25,4.0,25.43,28.76,613.0
0.82,612.5,318.5,147.0,7.0,5.0,0.25,4.0,26.0,27.34,400.0
0.79,637.0,343.0,147.0,7.0,2.0,0.25,4.0,40.0,36.26,739.0
0.79,637.0,343.0,147.0,7.0,3.0,0.25,4.0,38.84,45.48,983.0
0.79,637.0,343.0,147.0,7.0,4.0,0.25,4.0,38.33,44.16,227.0
0.79,637.0,343.0,147.0,7.0,5.0,0.25,4.0,40.12,37.26,478.0
0.76,661.5,416.5,122.5,7.0,2.0,0.25,4.0,36.95,37.2,127.0
0.76,661.5,416.5,122.5,7.0,4.0,0.25,4.0,36.81,37.05,480.0
0.76,661.5,416.5,122.5,7.0,5.0,0.25,4.0,36.26,37.51,746.0
0.74,686.0,245.0,220.5,3.5,2.0,0.25,4.0,12.32,14.92,777.0
0.74,686.0,245.0,220.5,3.5,4.0,0.25,4.0,12.18,15.03,384.0
0.74,686.0,245.0,220.5,3.5,5.0,0.25,4.0,12.43,15.35,754.0
0.71,710.5,269.5,220.5,3.5,3.0,0.25,4.0,12.49,15.09,659.0
0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,12.17,15.2,613.0
0.71,710.5,269.5,220.5,3.5,5.0,0.25,4.0,12.28,15.64,464.0
0.69,735.0,294.0,220.5,3.5,2.0,0.25,4.0,12.91,15.37,117.0
0.69,735.0,294.0,220.5,3.5,3.0,0.25,4.0,12.95,15.73,478.0
0.69,735.0,294.0,220.5,3.5,4.0,0.25,4.0,12.67,15.83,937.0
0.69,735.0,294.0,220.5,3.5,5.0,0.25,4.0,12.86,16.13,520.0
0.66,759.5,318.5,220.5,3.5,2.0,0.25,4.0,12.95,15.95,636.0
0.66,759.5,318.5,220.5,3.5,3.0,0.25,4.0,13.0,15.59,258.0
0.66,759.5,318.5,220.5,3.5,4.0,0.25,4.0,12.86,16.17,705.0
0.66,759.5,318.5,220.5,3.5,5.0,0.25,4.0,12.92,16.14,486.0
0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,16.99,19.65,218.0
0.64,784.0,343.0,220.5,3.5,3.0,0.25,4.0,16.69,19.76,146.0
0.64,784.0,343.0,220.5,3.5,4.0,0.25,4.0,16.56,20.37,395.0
0.62,808.5,367.5,220.5,3.5,2.0,0.25,4.0,14.33,15.41,478.0
0.62,808.5,367.5,220.5,3.5,3.0,0.25,4.0,14.61,15.56,245.0
0.62,808.5,367.5,220.5,3.5,4.0,0.25,4.0,14.61,15.07,269.0
0.62,808.5,367.5,220.5,3.5,5.0,0.25,4.0,14.65,15.38,293.0
0.98,514.5,294.0,110.25,7.0,2.0,0.25,5.0,28.69,29.53,739.0
0.98,514.5,294.0,110.25,7.0,3.0,0.25,5.0,28.58,29.77,499.0
0.98,514.5,294.0,110.25,7.0,4.0,0.25,5.0,28.15,23.11,469.0
0.98,514.5,294.0,110.25,7.0,5.0,0.25,5.0,28.61,30.2,162.0
0.9,563.5,318.5,122.5,7.0,2.0,0.25,5.0,33.13,32.25,544.0
0.9,563.5,318.5,122.5,7.0,3.0,0.25,5.0,32.31,32.0,962.0
0.9,563.5,318.5,122.5,7.0,4.0,0.25,5.0,31.53,37.19,478.0
0.9,563.5,318.5,122.5,7.0,5.0,0.25,5.0,32.46,35.62,478.0
0.86,588.0,294.0,147.0,7.0,2.0,0.25,5.0,29.71,28.02,306.0
0.86,588.0,294.0,147.0,7.0,3.0,0.25,5.0,29.09,29.43,352.0
0.86,588.0,294.0,147.0,7.0,4.0,0.25,5.0,28.31,34.15,26.0
0.82,686.0,318.5,147.0,7.0,4.0,0.25,5.0,24.6,29.31,968.0
0.82,612.5,318.5,147.0,7.0,5.0,0.25,5.0,25.49,28.14,625.0
0.79,637.0,343.0,147.0,7.0,2.0,0.25,5.0,39.89,37.54,478.0
0.79,637.0,343.0,147.0,7.0,3.0,0.25,5.0,39.83,36.66,416.0
0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,39.01,45.28,254.0
0.79,637.0,343.0,147.0,7.0,5.0,0.25,5.0,38.65,43.73,478.0
0.76,661.5,416.5,122.5,7.0,2.0,0.25,5.0,35.69,36.93,478.0
0.76,661.5,416.5,122.5,7.0,3.0,0.25,5.0,36.64,37.01,745.0
0.76,661.5,416.5,122.5,7.0,4.0,0.25,5.0,36.06,35.73,478.0
0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,36.7,36.15,945.0
0.74,686.0,245.0,220.5,3.5,2.0,0.25,5.0,12.12,14.48,774.0
0.74,686.0,245.0,220.5,3.5,3.0,0.25,5.0,11.67,14.58,380.0
0.74,686.0,245.0,220.5,3.5,4.0,0.25,5.0,11.64,14.81,478.0
0.74,686.0,245.0,220.5,3.5,5.0,0.25,5.0,12.02,14.03,478.0
0.71,710.5,269.5,220.5,3.5,3.0,0.25,5.0,12.19,14.71,109.0
0.71,710.5,269.5,220.5,3.5,4.0,0.25,5.0,12.25,15.23,478.0
0.71,710.5,269.5,220.5,3.5,5.0,0.25,5.0,12.27,14.97,6.0
0.69,735.0,294.0,220.5,3.5,2.0,0.25,5.0,12.47,15.14,795.0
0.69,735.0,294.0,220.5,3.5,3.0,0.25,5.0,12.12,14.97,478.0
0.69,735.0,294.0,220.5,3.5,4.0,0.25,5.0,12.18,15.22,892.0
0.69,735.0,294.0,220.5,3.5,5.0,0.25,5.0,12.47,14.6,981.0
0.66,759.5,318.5,220.5,3.5,2.0,0.25,5.0,12.93,15.83,964.0
0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,12.78,15.8,478.0
0.64,784.0,343.0,220.5,3.5,2.0,0.25,5.0,16.73,20.13,723.0
0.64,784.0,343.0,220.5,3.5,3.0,0.25,5.0,16.86,20.01,162.0
0.64,784.0,343.0,220.5,3.5,4.0,0.25,5.0,16.76,20.19,136.0
0.64,784.0,343.0,220.5,3.5,5.0,0.25,5.0,16.92,20.29,977.0
0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,13.68,15.19,882.0
0.62,808.5,367.5,220.5,3.5,3.0,0.25,5.0,13.99,14.61,327.0
0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,14.16,14.61,74.0
0.62,808.5,367.5,220.5,3.5,5.0,0.25,5.0,13.86,14.75,333.0
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,32.26,33.37,5.0
0.98,514.5,294.0,110.25,7.0,3.0,0.4,1.0,32.26,33.34,687.0
0.98,514.5,294.0,110.25,7.0,5.0,0.4,1.0,32.53,33.04,49.0
0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,36.47,39.28,979.0
0.9,563.5,318.5,122.5,7.0,3.0,0.4,1.0,37.24,36.38,825.0
0.76,563.5,318.5,122.5,7.0,4.0,0.4,1.0,36.66,35.92,478.0
0.86,588.0,294.0,147.0,7.0,2.0,0.4,1.0,31.89,35.99,478.0
0.86,588.0,294.0,147.0,7.0,3.0,0.4,1.0,32.39,23.11,478.0
0.86,588.0,294.0,147.0,7.0,4.0,0.4,1.0,32.09,31.7,787.0
0.86,588.0,318.5,147.0,7.0,5.0,0.4,1.0,31.29,36.73,781.0
0.82,612.5,318.5,147.0,7.0,2.0,0.4,1.0,29.22,31.71,265.0
0.82,612.5,318.5,147.0,7.0,3.0,0.4,1.0,29.91,29.13,390.0
0.82,612.5,318.5,147.0,7.0,4.0,0.4,1.0,29.53,28.99,929.0
0.82,612.5,318.5,147.0,7.0,5.0,0.4,1.0,28.65,33.54,65.0
0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,41.4,45.29,478.0
0.79,637.0,343.0,147.0,7.0,3.0,0.4,1.0,42.62,39.07,792.0
0.79,637.0,343.0,147.0,7.0,4.0,0.4,1.0,42.5,38.35,478.0
0.76,661.5,416.5,122.5,7.0,2.0,0.4,1.0,40.78,39.55,766.0
0.76,661.5,416.5,122.5,7.0,3.0,0.4,1.0,39.97,40.85,478.0
0.76,661.5,416.5,122.5,7.0,4.0,0.4,1.0,40.71,40.63,478.0
0.74,686.0,245.0,220.5,3.5,2.0,0.4,1.0,14.52,16.94,244.0
0.74,686.0,245.0,220.5,3.5,3.0,0.4,1.0,14.61,17.25,305.0
0.74,686.0,245.0,220.5,3.5,4.0,0.4,1.0,14.5,17.03,343.0
0.74,686.0,245.0,220.5,3.5,5.0,0.4,1.0,14.55,17.25,360.0
0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,14.51,17.1,219.0
0.71,710.5,269.5,220.5,3.5,3.0,0.4,1.0,14.6,17.51,683.0
0.71,710.5,269.5,220.5,3.5,4.0,0.4,1.0,14.5,17.12,478.0
0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,14.58,17.47,787.0
0.69,735.0,294.0,220.5,3.5,2.0,0.4,1.0,14.51,16.5,658.0
0.69,735.0,294.0,220.5,3.5,4.0,0.4,1.0,14.42,16.87,478.0
0.66,759.5,318.5,220.5,3.5,2.0,0.4,1.0,15.23,18.14,898.0
0.66,759.5,318.5,220.5,3.5,4.0,0.4,1.0,15.23,18.14,560.0
0.66,759.5,318.5,220.5,3.5,5.0,0.4,1.0,15.23,17.95,478.0
0.64,784.0,343.0,220.5,3.5,2.0,0.4,1.0,19.52,22.72,762.0
0.64,784.0,343.0,220.5,3.5,3.0,0.4,1.0,19.36,22.73,252.0
0.64,784.0,343.0,220.5,3.5,4.0,0.4,1.0,19.48,22.72,963.0
0.64,784.0,343.0,220.5,3.5,5.0,0.4,1.0,19.42,22.53,478.0
0.62,808.5,367.5,220.5,3.5,2.0,0.4,1.0,15.09,17.2,478.0
0.62,808.5,367.5,220.5,3.5,3.0,0.4,1.0,17.17,17.21,593.0
0.62,808.5,367.5,220.5,3.5,4.0,0.4,1.0,17.14,17.15,478.0
0.62,808.5,367.5,220.5,3.5,5.0,0.4,1.0,17.14,17.2,470.0
0.98,514.5,294.0,110.25,7.0,2.0,0.4,2.0,32.82,32.96,478.0
0.98,514.5,294.0,110.25,7.0,4.0,0.4,2.0,32.24,23.11,397.0
0.98,514.5,294.0,110.25,7.0,5.0,0.4,2.0,32.72,33.78,624.0
0.9,563.5,318.5,122.5,7.0,2.0,0.4,2.0,35.84,38.35,170.0
0.9,563.5,318.5,122.5,7.0,3.0,0.4,2.0,36.57,35.39,828.0
0.9,563.5,318.5,122.5,7.0,4.0,0.25,2.0,36.06,34.94,229.0
0.9,563.5,318.5,122.5,7.0,5.0,0.4,2.0,35.69,40.66,241.0
0.86,588.0,294.0,147.0,7.0,2.0,0.4,2.0,32.48,35.48,10.0
0.86,588.0,294.0,147.0,7.0,3.0,0.4,2.0,32.74,30.53,342.0
0.86,588.0,294.0,147.0,7.0,4.0,0.4,2.0,32.13,32.28,582.0
0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,31.64,36.86,704.0
0.82,612.5,318.5,147.0,7.0,2.0,0.4,2.0,28.95,30.34,898.0
0.82,612.5,318.5,147.0,7.0,3.0,0.4,2.0,29.49,27.93,777.0
0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,28.64,28.95,478.0
0.82,612.5,318.5,147.0,7.0,5.0,0.4,2.0,28.01,32.92,478.0
0.79,637.0,343.0,147.0,7.0,2.0,0.4,2.0,41.64,45.59,194.0
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,42.74,38.84,358.0
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,41.92,48.03,478.0
0.76,661.5,416.5,122.5,7.0,2.0,0.4,2.0,40.78,39.48,203.0
0.76,661.5,416.5,122.5,7.0,3.0,0.4,2.0,40.15,40.4,478.0
0.76,661.5,416.5,122.5,7.0,5.0,0.4,2.0,40.42,39.7,391.0
0.74,686.0,245.0,220.5,3.5,2.0,0.4,2.0,14.54,16.43,604.0
0.74,686.0,245.0,220.5,3.5,3.0,0.4,2.0,14.45,16.93,478.0
0.74,686.0,245.0,220.5,3.5,4.0,0.4,2.0,14.18,16.99,478.0
0.74,686.0,245.0,220.5,3.5,5.0,0.4,2.0,14.5,17.03,984.0
0.71,710.5,269.5,220.5,3.5,2.0,0.4,2.0,14.7,16.77,435.0
0.71,710.5,269.5,220.5,3.5,3.0,0.4,2.0,14.66,17.37,113.0
0.71,710.5,269.5,220.5,3.5,4.0,0.4,2.0,14.4,17.27,478.0
0.71,710.5,269.5,220.5,3.5,5.0,0.4,2.0,14.71,17.51,705.0
0.69,735.0,294.0,220.5,3.5,2.0,0.4,2.0,14.75,16.44,478.0
0.69,735.0,318.5,220.5,3.5,4.0,0.4,2.0,14.33,17.23,391.0
0.69,735.0,294.0,220.5,7.0,5.0,0.4,2.0,14.62,17.22,150.0
0.66,759.5,318.5,220.5,3.5,2.0,0.4,2.0,15.34,17.85,172.0
0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,15.29,17.89,478.0
0.66,759.5,318.5,220.5,3.5,4.0,0.4,2.0,15.09,18.36,478.0
0.66,759.5,318.5,220.5,3.5,5.0,0.4,2.0,15.3,18.15,478.0
0.64,784.0,343.0,220.5,3.5,4.0,0.4,2.0,18.9,22.09,489.0
0.64,784.0,343.0,220.5,3.5,5.0,0.4,2.0,19.12,21.93,907.0
0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,16.76,17.36,302.0
0.62,808.5,367.5,220.5,3.5,4.0,0.4,2.0,17.26,16.86,250.0
0.62,808.5,367.5,220.5,7.0,5.0,0.4,2.0,19.27,16.99,64.0
0.98,514.5,294.0,110.25,7.0,2.0,0.4,3.0,32.82,32.78,725.0
0.98,514.5,294.0,110.25,7.0,3.0,0.4,3.0,32.69,33.24,756.0
0.98,514.5,294.0,220.5,7.0,4.0,0.4,3.0,32.23,33.86,926.0
0.98,686.0,294.0,110.25,7.0,5.0,0.4,3.0,32.75,34.0,921.0
0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,34.24,37.26,478.0
0.9,563.5,318.5,122.5,7.0,3.0,0.4,3.0,34.95,35.04,621.0
0.76,563.5,318.5,122.5,7.0,4.0,0.4,3.0,35.05,23.11,704.0
0.9,563.5,318.5,122.5,7.0,5.0,0.4,3.0,34.29,33.31,478.0
0.86,588.0,294.0,147.0,7.0,2.0,0.4,3.0,31.28,35.22,478.0
0.86,588.0,294.0,147.0,7.0,4.0,0.4,3.0,32.05,30.11,478.0
0.86,588.0,294.0,147.0,7.0,5.0,0.4,3.0,31.84,31.6,478.0
0.82,612.5,318.5,147.0,7.0,2.0,0.4,3.0,28.67,32.43,179.0
0.82,612.5,318.5,147.0,7.0,3.0,0.4,3.0,29.67,30.65,478.0
0.82,612.5,318.5,147.0,7.0,4.0,0.4,3.0,29.47,29.77,478.0
0.82,612.5,318.5,147.0,7.0,5.0,0.4,3.0,28.91,29.64,313.0
0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,41.26,46.44,478.0
0.79,637.0,343.0,147.0,7.0,3.0,0.4,3.0,41.3,44.18,478.0
0.79,637.0,343.0,147.0,7.0,4.0,0.4,3.0,42.49,38.81,478.0
0.79,637.0,343.0,147.0,7.0,5.0,0.4,3.0,42.08,38.23,478.0
0.76,661.5,416.5,122.5,7.0,2.0,0.4,3.0,39.32,38.17,228.0
0.76,661.5,416.5,122.5,7.0,3.0,0.4,3.0,39.84,38.48,991.0
0.76,661.5,416.5,122.5,7.0,4.0,0.4,3.0,38.89,39.66,446.0
0.76,661.5,416.5,122.5,7.0,5.0,0.4,3.0,39.68,40.1,478.0
0.74,686.0,245.0,220.5,3.5,4.0,0.4,3.0,13.97,16.08,478.0
0.74,686.0,245.0,220.5,3.5,3.0,0.4,3.0,14.22,15.39,478.0
0.74,686.0,245.0,220.5,3.5,4.0,0.4,3.0,14.1,16.57,478.0
0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,13.78,16.6,478.0
0.71,710.5,269.5,220.5,7.0,2.0,0.4,3.0,19.27,23.11,189.0
0.71,710.5,269.5,220.5,3.5,3.0,0.4,3.0,14.03,15.47,478.0
0.71,710.5,269.5,220.5,3.5,4.0,0.4,3.0,13.94,16.7,605.0
0.71,710.5,269.5,220.5,3.5,5.0,0.4,3.0,13.86,16.1,872.0
0.69,735.0,294.0,220.5,3.5,2.0,0.4,3.0,14.32,16.35,69.0
0.69,735.0,294.0,220.5,3.5,3.0,0.4,3.0,14.56,15.84,560.0
0.69,735.0,294.0,220.5,3.5,4.0,0.4,3.0,14.33,16.99,960.0
0.69,686.0,294.0,220.5,3.5,5.0,0.4,3.0,14.08,17.02,404.0
0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,15.16,17.04,182.0
0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,15.18,17.63,478.0
0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,14.72,18.1,936.0
0.66,759.5,318.5,220.5,3.5,5.0,0.4,3.0,14.9,18.22,405.0
0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,18.48,20.78,105.0
0.64,784.0,343.0,220.5,3.5,3.0,0.4,3.0,18.71,20.72,866.0
0.64,784.0,343.0,220.5,3.5,4.0,0.4,3.0,18.48,21.54,802.0
0.64,784.0,343.0,220.5,3.5,5.0,0.4,3.0,18.46,21.53,703.0
0.62,808.5,367.5,220.5,3.5,2.0,0.4,3.0,16.47,16.9,478.0
0.62,808.5,367.5,220.5,3.5,3.0,0.4,3.0,16.35,17.14,82.0
0.62,808.5,367.5,220.5,3.5,5.0,0.4,3.0,16.74,23.11,159.0
0.98,514.5,294.0,110.25,7.0,4.0,0.4,4.0,32.85,32.95,478.0
0.98,514.5,294.0,110.25,7.0,3.0,0.4,4.0,32.67,33.06,478.0
0.98,514.5,294.0,110.25,7.0,4.0,0.4,4.0,32.21,33.95,765.0
0.98,514.5,294.0,110.25,7.0,5.0,0.4,4.0,32.74,33.88,101.0
0.9,563.5,318.5,122.5,7.0,2.0,0.4,4.0,36.45,33.98,727.0
0.9,563.5,318.5,122.5,7.0,3.0,0.4,4.0,35.73,39.92,934.0
0.9,563.5,318.5,122.5,7.0,4.0,0.4,4.0,35.4,39.22,130.0
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,36.57,36.1,652.0
0.86,588.0,294.0,147.0,7.0,2.0,0.4,4.0,32.38,31.53,478.0
0.86,588.0,294.0,147.0,7.0,3.0,0.4,4.0,31.66,36.2,478.0
0.86,588.0,294.0,147.0,7.0,4.0,0.4,4.0,32.15,36.21,292.0
0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,32.75,31.0,788.0
0.82,612.5,318.5,147.0,7.0,2.0,0.4,4.0,28.93,28.2,869.0
0.82,612.5,318.5,147.0,7.0,3.0,0.4,4.0,28.05,32.35,368.0
0.82,612.5,318.5,147.0,7.0,4.0,0.4,4.0,28.64,31.14,478.0
0.82,612.5,318.5,147.0,7.0,5.0,0.4,4.0,29.52,28.43,244.0
0.79,637.0,343.0,147.0,7.0,2.0,0.4,4.0,42.77,38.33,843.0
0.79,637.0,343.0,147.0,7.0,3.0,0.4,4.0,41.73,47.59,569.0
0.79,637.0,343.0,147.0,7.0,4.0,0.4,4.0,41.32,46.23,430.0
0.79,637.0,343.0,147.0,7.0,5.0,0.4,4.0,42.96,39.56,13.0
0.76,661.5,416.5,122.5,7.0,2.0,0.4,4.0,40.68,40.36,782.0
0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,40.4,39.67,465.0
0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,40.6,39.85,545.0
0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,40.11,40.77,478.0
0.74,686.0,245.0,220.5,3.5,2.0,0.4,4.0,14.37,16.61,562.0
0.74,686.0,245.0,220.5,3.5,3.0,0.4,4.0,14.48,16.74,478.0
0.74,686.0,245.0,220.5,3.5,4.0,0.4,4.0,14.32,16.9,559.0
0.74,686.0,318.5,220.5,3.5,4.0,0.4,4.0,14.44,17.32,342.0
0.71,710.5,269.5,220.5,3.5,2.0,0.4,4.0,14.6,16.85,478.0
0.71,710.5,269.5,220.5,3.5,3.0,0.4,4.0,14.7,17.2,642.0
